Planungsregion;Anlagenart;Verteilnetzbetreiber_Bestand_2024.0;Verteilnetzbetreiber_Prognosen_2030.0;Verteilnetzbetreiber_Prognosen_2035.0;Verteilnetzbetreiber_Prognosen_2045.0;Verteilnetzbetreiber_Anmerkungen_2045.0;Übertragungsnetzbetreiber_Szenario A_2037.0;Übertragungsnetzbetreiber_Szenario A_2045.0;Übertragungsnetzbetreiber_Szenario B_2037.0;Übertragungsnetzbetreiber_Szenario B_2045.0;Übertragungsnetzbetreiber_Anmerkungen_2045.0
Nord;Photovoltaik auf oder an Gebäuden (MWp);2047.0;4527.0;6360.0;8972.0;;5170.239999999995;6110.680000000004;6670.800000000001;7805.109999999988;
Nord;Photovoltaik Freifläche (MWp);1430.0;4704.0;7715.0;10034.0;Siehe Regionalszenario, Kapitel 4.5.2.;8270.860000000011;9824.029999999984;10873.049999999996;12755.860000000008;
Nord;Windenergie an Land;8582.0;13821.0;15840.0;18894.0;;15213.289999999999;15385.11;15536.490000000002;15556.710000000001;
Nord;Windenergie auf See;0.0;0.0;0.0;0.0;Anschluss im Übertragungsnetz.;15977.6;16390.6;15977.6;16390.6;
Nord;Sonstige erneuerbare Erzeugung;585.0;602.0;602.0;600.0;;327.90999999999997;197.3;327.90999999999997;197.3;Umfasst Laufwasser- und Biomassekraftwerke.
Nord;Konventionelle Kraftwerke;1345.0;1600.0;1410.0;1249.0;Siehe Regionalszenario, Kapitel 5.4.;448.87;766.86;645.8399999999999;1467.5400000000002;Inklusive (kleiner) Blockheizkraftwerke und Abfallkraftwerke.
Nord;Wärmepumpen (für dezentrale Wärmelösungen);140.0;2937.0;4868.0;8731.0;;1940.5199999999998;2898.1000000000004;2126.23;3198.6899999999996;Summe der installierten Bezugsleistungen aller Haushalts-Wärmepumpen. Der Wert ist als theoretisch maximal abrufbare Leistung zu interpretieren. Die tatsächliche maximal abgerufene Leistung liegt deutlich darunter, da nicht alle Geräte gleichzeitig verbrauchen.
Nord;Elektrischer Bedarf für zentrale Wärmelösungen;181.0;478.0;852.0;1549.0;;424.6400000000011;714.7499999999993;1088.2999999999943;995.1499999999965;
Nord;Elektromobilität;509.0;6204.0;8644.0;12989.0;;9890.210000000001;11487.560000000001;12161.099999999999;13739.859999999999;Summe der installierten Bezugsleistungen aller E-Fahrzeuge. Der Wert ist als theoretisch maximal abrufbare Leistung zu interpretieren. Die tatsächliche maximal abgerufene Leistung liegt deutlich darunter, da nicht alle Fahrzeuge gleichzeitig laden.
Nord;Konventionelle Last (umfasst Haushalte, Gewerbe, Handel, Industrie, Landwirtschaft);3951.0;4849.0;4827.0;4606.0;Siehe Regionalszenario, Kapitel 4.6.;2957.27;2854.2099999999996;2941.7099999999996;2872.36;Umfasst Haushalte sowie Gewerbe, Handel und Dienstleistungen (ohne Wärmepumpen und Fernwärme sowie neu hinzukommende Rechenzentren), Industrie, Verkehr (ohne Elektromobilität), ohne Übertragungsnetzverluste.
Nord;Stand-alone Rechenzentren;0.0;535.0;535.0;535.0;Siehe Regionalszenario, Kapitel 5.2.2.;400.0;400.0;600.0;600.0;Umfasst neu hinzukommende Rechenzentren.
Nord;Elektrolyseure;5.0;175.0;195.0;195.0;Siehe Regionalszenario, Kapitel 5.2.1.;1271.71;3142.0;6457.840000000017;11737.839999999998;Ohne Elektrolyse auf See. Regionalisierung vorläufig.
Nord;Kleinbatteriespeicher (< 1 MW);328.0;1106.0;1884.0;3008.0;;2043.9999999999982;2837.49;2675.129999999998;3526.299999999999;
Nord;Großbatteriespeicher (ab 1 MW);47.0;2700.0;3300.0;3300.0;;1913.85;1913.85;3862.6499999999996;3862.5;
Nord;Pumpspeicher;120.0;120.0;120.0;120.0;;117.89999999999999;117.89999999999999;117.89999999999999;117.89999999999999;Ohne Speicherwasserkraftwerke und ohne Pumpspeicher, die geographisch nicht in Deutschland liegen.
Ost;Photovoltaik auf oder an Gebäuden (MWp);10266.0;21290.0;31220.0;46950.0;;27187.66999999996;32441.539999999946;35398.479999999996;41784.39000000003;
Ost;Photovoltaik Freifläche (MWp);12223.0;52470.0;75800.0;100980.0;;39817.78999999995;47092.180000000015;52005.8000000001;60830.419999999984;
Ost;Windenergie an Land;20169.0;35800.0;47380.0;56060.0;;40108.759999999995;48068.649999999994;54939.05;55697.429999999964;
Ost;Windenergie auf See;0.0;0.0;0.0;0.0;;4032.0;4950.0;4032.0;5695.0;
Ost;Sonstige erneuerbare Erzeugung;2191.0;2040.0;1980.0;1520.0;Umfasst Biomasse-, Klärgas- und Wasserkraftwerke.;1358.6500000000003;880.2499999999998;1358.6500000000003;880.2499999999998;Umfasst Laufwasser- und Biomassekraftwerke.
Ost;Konventionelle Kraftwerke;8529.0;9130.0;9650.0;8740.0;Enthält Kraft-Wärme-Kopplung und Blockheizkraftkraftwerke.;8435.12;11480.730000000001;11546.430000000008;16006.940000000002;Inklusive (kleiner) Blockheizkraftwerke und Abfallkraftwerke.
Ost;Wärmepumpen (für dezentrale Wärmelösungen);879.0;4060.0;6510.0;13890.0;"Dezentrale Wärmepumpen und Nahwärme. Der Bestand ist abgeschätzt und in ""Konventionelle Last"" integriert.";10669.85;15331.09;12321.36;18117.14;Summe der installierten Bezugsleistungen aller Haushalts-Wärmepumpen. Der Wert ist als theoretisch maximal abrufbare Leistung zu interpretieren. Die tatsächliche maximal abgerufene Leistung liegt deutlich darunter, da nicht alle Geräte gleichzeitig verbrauchen.
Ost;Elektrischer Bedarf für zentrale Wärmelösungen;342.0;4880.0;6590.0;11840.0;Power-to-Heat, Großwärme für Fernwärmenetze.;3986.95999999998;6198.589999999984;10303.280000000002;9481.189999999999;
Ost;Elektromobilität;2529.0;17480.0;30120.0;41620.0;"Der Bestand ist abgeschätzt und in ""Konventionelle Last"" integriert.";43597.97;56833.150000000016;57836.28000000001;71044.58;Summe der installierten Bezugsleistungen aller E-Fahrzeuge. Der Wert ist als theoretisch maximal abrufbare Leistung zu interpretieren. Die tatsächliche maximal abgerufene Leistung liegt deutlich darunter, da nicht alle Fahrzeuge gleichzeitig laden.
Ost;Konventionelle Last (umfasst Haushalte, Gewerbe, Handel, Industrie, Landwirtschaft);13846.0;12880.0;12160.0;11210.0;Jahreshöchstlasten 2024 der einzelnen Verteilnetzbetreiber (zeitungleich).;13745.479999999996;13540.800000000001;14066.160000000005;13577.46;Umfasst Haushalte sowie Gewerbe, Handel und Dienstleistungen (ohne Wärmepumpen und Fernwärme sowie neu hinzukommende Rechenzentren), Industrie, Verkehr (ohne Elektromobilität), ohne ÜNB-Netzverluste.
Ost;Großprojekte (Last);50.0;4540.0;9960.0;11060.0;"Nur Zubau, Der Bestand ist in ""Konventionelle Last"" integriert.";3332.0;3332.0;3943.25;3943.25;Umfasst neu hinzukommende Rechenzentren.
Ost;Elektrolyseure;29.0;1080.0;6300.0;14300.0;;6671.2300000000005;8588.0;10919.449999999977;14631.949999999977;Ohne Elektrolyse auf See. Regionalisierung vorläufig.
Ost;Kleinbatteriespeicher (< 1 MW);1563.0;5190.0;8950.0;15040.0;;7926.470000000008;11118.56000000002;10354.990000000007;13859.210000000006;
Ost;Großbatteriespeicher (ab 1 MW);443.0;2350.0;9800.0;17060.0;;15903.470000000001;15903.470000000001;24227.569999999996;24227.22;
Ost;Pumpspeicher;340.0;300.0;300.0;300.0;;3005.959999999999;3005.959999999999;3005.959999999999;3005.959999999999;Ohne Speicherwasserkraftwerke und ohne Pumpspeicher, die geographisch nicht in Deutschland liegen.
Mitte;Photovoltaik auf oder an Gebäuden (MWp);9854.61;16993.386209000004;25040.0;36309.08;Siehe Regionalszenario, Kapitel 4.1.1.;24620.50000000002;28622.77999999999;31300.250000000044;36117.06;
Mitte;Photovoltaik Freifläche (MWp);1845.2859999999998;7322.38;15112.22;25225.569999999996;Siehe Regionalszenario, Kapitel 4.1.2.;13963.630000000006;17746.83;20304.210000000017;24896.91999999998;
Mitte;Windenergie an Land;15179.69;24866.24;32516.18;38316.9;Siehe Regionalszenario, Kapitel 4.2.1.;26186.220000000012;29939.33999999998;31632.80000000001;32794.499999999985;
Mitte;Windenergie auf See;0.0;0.0;0.0;0.0;Anschluss im Übertragungsnetz;19927.0;19500.5;22187.5;25072.4;
Mitte;Sonstige erneuerbare Erzeugung;1876.042;2041.5950000000003;2002.6550000000004;1932.4150000000002;Siehe Regionalszenario, Kapitel 4.3.1.;1103.16;699.58;1103.16;699.58;Umfasst Laufwasser- und Biomassekraftwerke.
Mitte;Konventionelle Kraftwerke;3362.467;3130.21;3100.7000000000003;2811.57;Siehe Regionalszenario, Kapitel 4.4.;5546.800000000001;7627.97;7434.610000000002;10835.96;Inklusive (kleiner) Blockheizkraftwerke und Abfallkraftwerke.
Mitte;Wärmepumpen (für dezentrale Wärmelösungen);1003.8489999999998;3679.1199999999994;6318.37;11452.010000000002;Siehe Regionalszenario, Kapitel 5.1.1.;9504.06;14631.870000000003;10792.04;16792.43;Summe der installierten Bezugsleistungen aller Haushalts-Wärmepumpen. Der Wert ist als theoretisch maximal abrufbare Leistung zu interpretieren. Die tatsächliche maximal abgerufene Leistung liegt deutlich darunter, da nicht alle Geräte gleichzeitig verbrauchen.
Mitte;Elektrischer Bedarf für zentrale Wärmelösungen;231.53;1282.87;2433.66;4321.52;Siehe Regionalszenario, Kapitel 5.1.2.;983.6499999999987;1888.4099999999976;2855.379999999989;2981.9399999999882;
Mitte;Elektromobilität;2515.3239999999996;20960.71;36699.78;51529.310000000005;Siehe Regionalszenario, Kapitel 5.2.;36320.399999999994;44981.17999999999;46187.66999999999;54816.55999999998;Summe der installierten Bezugsleistungen aller E-Fahrzeuge. Der Wert ist als theoretisch maximal abrufbare Leistung zu interpretieren. Die tatsächliche maximal abgerufene Leistung liegt deutlich darunter, da nicht alle Fahrzeuge gleichzeitig laden.
Mitte;Konventionelle Last (umfasst Haushalte, Gewerbe, Handel, Industrie, Landwirtschaft);11967.770000000002;12540.971818181813;13239.52;13553.96;Siehe Regionalszenario, Kapitel 5.3.;10008.589999999998;9790.35;10003.77;9683.540000000003;Umfasst Haushalte sowie Gewerbe, Handel und Dienstleistungen (ohne Wärmepumpen und Fernwärme sowie neu hinzukommende Rechenzentren), Industrie, Verkehr (ohne Elektromobilität), ohne ÜNB-Netzverluste.
Mitte;Stand-alone Rechenzentren;287.3;2192.1;3773.9;4924.4;Siehe Regionalszenario, Kapitel 5.4.;4576.15;4576.15;4857.9;4857.9;Umfasst neu hinzukommende Rechenzentren.
Mitte;Elektrolyseure;20.225;251.5;1883.6;4029.54;Siehe Regionalszenario, Kapitel 5.5.;5743.97;10897.0;12036.819999999989;13851.819999999989;Ohne Elektrolyse auf See. Regionalisierung vorläufig.
Mitte;Kleinbatteriespeicher (< 1 MW);1575.7540000000001;4494.439100957996;8190.715460574796;12375.120957995578;Siehe Regionalszenario, Kapitel 6.1.1.;9137.259999999995;11894.819999999998;11751.110000000002;14655.430000000004;
Mitte;Großbatteriespeicher (ab 1 MW);139.10399999999998;6514.65;9562.01;13466.68;Siehe Regionalszenario, Kapitel 6.1.2.;5929.5;5929.5;8805.000000000004;8804.77;
Mitte;Pumpspeicher;0.0;0.0;18.0;32.0;Siehe Regionalszenario, Kapitel 6.2.;816.75;816.75;816.75;816.75;Ohne Speicherwasserkraftwerke und ohne Pumpspeicher, die geographisch nicht in Deutschland liegen.
